Date,ACHR,LCID,NVDA,PLTR,SPY,TSLA
2020-12-21,0.009980065668053317,0.0010035353304531647,0.004529244431038748,0.09331291171799894,-0.0035819877410334655,-0.06715493498509595
2020-12-22,-0.004977535083315665,0.0030044822370687285,-0.0040586518311731545,-0.016622816135555496,-0.001686950486274874,-0.014757629134202865
2020-12-23,0.003984065041279017,0.002995482356785928,-0.020466610993799428,0.02291655379088864,0.000898456290336469,0.008769209915362453
2020-12-24,-0.0029866310321620126,0.0009965351132521505,-0.0011920845185020568,-0.03331280841559492,0.0038827799379834715,0.024149533626973252
2020-12-28,0.04006396691048941,0.003976144610294607,-0.007240989682197885,-0.07947233256064701,0.00855410470917306,0.002897106734780941
2020-12-29,-0.02129793135769953,-0.0019860486913847453,0.0033467498882417956,-0.03858101608326603,-0.0019094892815978426,0.003459532894502182
2020-12-30,-0.001958909312893109,0.0009934700420366482,0.015524104425206353,0.017685369787204586,0.0014257064072218384,0.04232058232357705
2020-12-31,-0.013820495207734762,-0.005976060232583347,-0.006927234149082473,-0.06374207326988879,0.0050678245975150915,0.015552413007484667
2021-01-04,0.0029776431052086494,0.0029924942716368363,0.004471066318552985,-0.007672603604365946,-0.013707462174992635,0.03358173995604563
2021-01-05,0.006913577643639979,-0.0019939691223691547,0.02196692700037639,0.051293273983735954,0.006863645575707622,0.007290726849837448
2021-01-06,-0.000984759227271148,-0.0009985251492676817,-0.06076217266649664,-0.0440453177206761,0.005960703679624757,0.02799476644243626
2021-01-07,0.006872942999050391,0.001995959158384686,0.05622007383342398,0.06017468414366034,0.014748443551723334,0.0764484686901481
2021-01-08,0.014570400302045705,0.0,-0.005052541173370173,0.007968199924551556,0.00568138057599743,0.07548123816080565
2021-01-11,-0.0009648075135930689,0.27463623979188245,0.025634882617849186,0.028556586527037187,-0.006763700407692141,-0.08144231364811638
2021-01-12,0.00960625859164077,0.06949778198754064,-0.010089820342259692,0.009595160818793413,0.00021120123088724796,0.04607500335507542
2021-01-13,0.0019101729294401792,0.16689096945898463,0.0034792611025067366,-0.02631731997420239,0.002689510341087775,0.005833900551637683
2021-01-14,0.0009537653760003373,0.03756317780146423,-0.024803223261404828,-0.02300775518357323,-0.0035082065164999676,-0.011074621019439235
2021-01-15,-0.0066953569420591386,0.0560056740451893,-0.02615277089739587,0.028482911266998645,-0.0073193894007044236,-0.022548164384925684
2021-01-19,0.013346274367448174,-0.025373726900341786,0.01280698028015248,0.03750923624558311,0.007821352594132414,0.022015499815695172
2021-01-20,-0.005698060851067055,0.008898826881991173,0.025805841893833836,-0.010574142385243679,0.013743860513394601,0.006961708841249248
2021-01-21,0.005698060851067055,-0.013939451102363165,0.03685240569287229,-0.013761708485540591,0.0009112122343051254,-0.006440854103183291
2021-01-22,0.0037807190911860467,0.22706627081239494,-0.011240170125938587,0.2263716657530943,-0.003545887865165298,0.0019507385857471249
2021-01-25,0.01218947687483718,0.11004751464868834,-0.004330387800798974,0.10618883289635273,0.003936008820257797,0.03955508620073278
2021-01-26,-0.014078094761562632,-0.0206526966210836,-0.01609566337185786,-0.02402351925300117,-0.001562073399226982,0.002596544878530338
2021-01-27,-0.03168771363458811,-0.144581268699286,-0.03927951652328199,0.09769767311059585,-0.024744200851979592,-0.021669174678462078
2021-01-28,0.018366836676904086,0.05429117497951674,0.010262605025730398,-0.08953203797361686,0.00856363343790445,-0.033811459334112115
2021-01-29,-0.009624658423988741,0.024332067396405144,-0.004704515840314727,-0.013551860171922225,-0.02022267674768674,-0.051455133708131484
2021-02-01,0.031416188626652186,0.09658089496093725,0.018855621430018843,-0.03529441349995244,0.01650839920645808,0.05668432585298433
2021-02-02,0.007469682109686904,0.24325731652621085,0.023868679168914664,-0.09055116197871271,0.014041234155046212,0.03851924269165963
2021-02-03,0.0037140211609711926,-0.08605012625311526,-0.0019383224612861127,0.02357547108009994,0.0007860967426021048,-0.020956118951171554
2021-02-04,0.019275497063727887,0.024452719057186822,0.009836577680335967,0.00908951597647345,0.01130155605161498,-0.005514295631595445
